date,PR_uniform,n_long_uniform,n_short_uniform,long_return_uniform,short_return_uniform,PR_adjusted,n_long_adjusted,n_short_adjusted,long_return_adjusted,short_return_adjusted
2018-03-31,0.09767702255871383,16,12,-0.009459112124560787,-0.10713613468327461,0.011972731466470023,16,9,-0.016119532571486773,-0.028092264037956796
2018-04-30,-0.13868669474869558,16,10,-0.037485019935320676,0.1012016748133749,-0.07928641573603162,16,9,-0.029762265635115064,0.04952415010091656
2018-05-31,-0.18618636268683925,16,13,0.08220690781901437,0.2683932705058536,0.016016338451826317,16,10,0.10552644881576537,0.08951011036393905
2018-06-30,-0.09873515023327457,17,9,0.03675508936669743,0.135490239599972,-0.015353064692010886,17,12,0.04006646467526545,0.055419529367276336
2018-07-31,0.03950983186065402,17,12,0.029176560759265682,-0.010333271101388338,0.029398966346220506,17,11,0.03498338803460355,0.005584421688383048
2018-08-31,-0.08192402579467363,17,11,0.051321404267915274,0.1332454300625889,0.006719025270082973,17,13,0.07493283730222312,0.06821381203214015
2018-09-30,-0.059566502127092774,17,14,-0.012905809889562015,0.046660692237530756,0.011047443714704248,17,13,-0.0276563114385675,-0.03870375515327175
2018-10-31,0.025167467845449043,17,15,-0.13930633226325267,-0.16447380010870172,0.07441717141522647,17,13,-0.12840006375089277,-0.20281723516611924
2018-11-30,-0.0028839599843959347,18,17,0.02109169928100736,0.023975659265403296,0.015842802455805202,18,13,0.036340340421614194,0.02049753796580899
2018-12-31,0.08096744574697227,18,16,-0.11534610823870846,-0.19631355398568073,0.04594017625450818,18,13,-0.10581701340008313,-0.1517571896545913
2019-01-31,-0.04235649971420237,19,19,0.09820546224057004,0.1405619619547724,-0.10676692880448767,19,15,0.1036803436594911,0.21044727246397876
2019-02-28,0.020813409291351413,19,17,0.033481294007614515,0.012667884716263103,0.0548591838700762,19,15,0.009653219746780567,-0.04520596412329563
2019-03-31,-0.012824789983461277,19,15,0.028108426412398125,0.0409332163958594,0.018366988163725156,19,16,0.005607257620686188,-0.012759730543038968
2019-04-30,-0.03951793914750281,20,15,-0.07240795814188768,-0.032890018994384866,-0.087857350158317,20,15,-0.0674025726871669,0.0204547774711501
2019-05-31,0.029810688685170075,20,14,-0.06449269987312885,-0.09430338855829892,-0.06453973496076688,20,15,-0.07211610330867434,-0.007576368347907448
2019-06-30,-0.07331142868577326,21,13,0.05466825082518692,0.12797967951096018,-0.07308652342437233,21,13,0.05501077035149888,0.1280972937758712
2019-07-31,-0.03410910667228787,20,14,-0.01207086820864751,0.02203823846364036,0.02071334136261751,20,14,0.019399418252225766,-0.001313923110391741
2019-08-31,0.0442980487621808,21,15,-0.028950488469747987,-0.07324853723192878,0.011809368319919057,21,15,-0.04137081358440479,-0.053180181904323845
2019-09-30,-0.09447722674671016,21,17,-0.05407374866424859,0.04040347808246158,-0.055084912576714426,21,16,-0.06957585520885144,-0.01449094263213702
2019-10-31,0.04870489481568968,21,17,0.08886892348026688,0.0401640286645772,0.030851808907396805,21,16,0.07905857106295915,0.04820676215556234
2019-11-30,0.07127079184823848,22,18,0.15822067576230764,0.08694988391406916,0.07485193260732656,22,16,0.16334778624621737,0.08849585363889081
2019-12-31,0.04106741338365743,22,17,0.10320293577712362,0.062135522393466196,0.14342814313862873,22,14,0.2240153427278738,0.08058719958924505
2020-01-31,-0.07210253739514538,22,20,-0.01771313232767563,0.054389405067469754,-0.03996517102830768,22,14,-0.020019721651957652,0.019945449376350035
2020-02-29,0.10165865010475994,22,20,0.03397151960916031,-0.06768713049559963,0.14465198888534975,22,15,0.026610294430111384,-0.11804169445523836
2020-03-31,0.13729964799412564,22,20,-0.05997375809306824,-0.19727340608719388,0.1734656288909039,22,15,-0.05518258837887834,-0.22864821726978224
2020-04-30,-0.04798121024198446,22,20,0.17304758140896234,0.2210287916509468,-0.08751026068213502,22,15,0.1515668396890517,0.23907710037118673
2020-05-31,-0.10437682964398824,22,22,0.07488710183572868,0.17926393147971692,-0.1348841492540397,22,16,0.05630589900026317,0.19119004825430286
2020-06-30,-0.1239842721971394,22,19,0.01828438098456303,0.14226865318170243,-0.3453781180222951,22,16,0.018343801846413942,0.36372191986870905
2020-07-31,-0.36323081469689456,23,15,-0.06043102878332045,0.3027997859135741,-0.2716779417991443,23,18,-0.0528382205413884,0.21883972125775586
2020-08-31,-0.08589315387108726,23,19,-0.02266330976436285,0.06322984410672441,-0.13080844546829432,23,18,-0.026070198587881337,0.10473824688041297
2020-09-30,0.03574745858489985,23,20,-0.018980123085773116,-0.054727581670672966,0.01198869079521541,23,17,-0.03931569284800747,-0.05130438364322288
2020-10-31,-0.040813791102316255,24,19,0.013236531644366285,0.05405032274668254,-0.05460342822859872,24,17,0.019784021559551862,0.07438744978815058
2020-11-30,-0.15615630923371027,24,21,0.10239707367281908,0.25855338290652935,-0.12445641445411992,23,17,0.15444930586539596,0.2789057203195159
2020-12-31,-0.09981890759600755,24,20,0.0931658010862725,0.19298470868228004,-0.15985095055066434,23,18,0.04196325272388824,0.20181420327455257
2021-01-31,-0.01515598004056608,25,18,0.013870968644801944,0.029026948685368023,0.022542953220848566,24,18,0.029524627116407205,0.006981673895558637
2021-02-28,0.021168551202700437,25,18,0.04101225040357756,0.019843699200877123,-0.06937366585353469,24,19,-0.016822085317015192,0.0525515805365195
2021-03-31,0.013218198626918372,25,23,-0.042643879462918005,-0.05586207808983638,-0.006616221857010773,24,20,-0.06081789789283739,-0.05420167603582662
2021-04-30,0.013801447773352127,26,23,-0.002291823092387097,-0.016093270865739223,0.01026888777248712,25,21,0.02771528003396269,0.01744639226147557
2021-05-31,0.04388538375474993,26,24,-0.03716816739950361,-0.08105355115425354,0.023866638434916335,25,21,-0.0531678585758561,-0.07703449701077243
2021-06-30,0.032364594183299254,27,23,0.07687207169483276,0.04450747751153351,0.05484673507778855,26,22,0.07924529887980519,0.02439856380201665
2021-07-31,0.012677279354889465,27,26,-0.07551647736347744,-0.0881937567183669,-0.03097103340541589,26,23,-0.08193916640107238,-0.05096813299565649
2021-08-31,-0.12425341813295157,27,28,0.025857931751244293,0.15011134988419586,-0.022936235971333256,26,25,0.0577648042126846,0.08070104018401786
2021-09-30,0.06772863788721906,28,29,-0.02994824930832763,-0.0976768871955467,-0.012079513688422631,27,26,-0.059992350194932646,-0.047912836506510015
2021-10-31,0.012284209662328585,27,28,-0.01677286913515945,-0.029057078797488034,-0.005518446448691492,28,25,-0.018357046807029244,-0.012838600358337752
2021-11-30,0.09824636254542782,28,27,-0.059653508153167424,-0.15789987069859523,0.13252259637040975,28,26,-0.00014457109615957845,-0.13266716746656934
2021-12-31,0.15025796932150096,28,25,0.07791417829984494,-0.07234379102165601,0.0803590383086629,28,26,0.05667884624024285,-0.023680192068420043
2022-01-31,0.1429961265304942,28,25,-0.08737892995507636,-0.23037505648557055,0.12141846342491004,28,27,-0.09062502052700287,-0.21204348395191291
2022-02-28,0.09462232368698216,28,25,-0.01753973018645528,-0.11216205387343745,0.08698563436569214,28,25,-0.011675869099185606,-0.09866150346487775
2022-03-31,0.0630899147157581,28,26,0.06768512647270422,0.004595211756946122,0.03588850641695643,28,27,0.06617313571237451,0.03028462929541809
2022-04-30,0.10741839765606538,29,28,-0.09275059904695006,-0.20016899670301544,0.06417592207594494,30,30,-0.10622546821288698,-0.17040139028883192
2022-05-31,0.012984738006465754,28,25,-0.05415712842654495,-0.0671418664330107,0.036928396139503716,28,27,-0.028289838892395756,-0.06521823503189947
2022-06-30,-0.028251978979511122,28,27,0.0688821259299581,0.09713410490946922,-0.033151654452295634,28,27,0.06673200755966353,0.09988366201195917
2022-07-31,0.0069457015509057085,28,25,0.12340380865653619,0.11645810710563048,0.0188340017131325,28,24,0.13230617450346735,0.11347217279033485
2022-08-31,0.11806883635732232,29,26,0.09727034268046907,-0.020798493676853252,0.11441839625692933,29,24,0.093128734078813,-0.021289662178116328
2022-09-30,-0.0003747041057167583,30,29,-0.04062903212953292,-0.04025432802381616,0.004382628064114949,29,30,-0.03200688922578537,-0.03638951728990032
2022-10-31,-0.1376740110053566,30,29,0.027932332102825044,0.16560634310818162,-0.14450355987521354,29,27,0.026699694260038643,0.1712032541352522
2022-11-30,0.03343950123540816,31,29,0.050476191735726414,0.017036690500318252,0.02995089998117202,29,27,0.06253571152929248,0.03258481154812046
2022-12-31,0.015730469507017498,29,32,-0.0013089573233516472,-0.017039426830369145,0.19840374997485621,29,28,0.10967324056305662,-0.08873050941179961
2023-01-31,-0.18860437773827954,30,28,0.028622070177730476,0.21722644791601,-0.163624198071168,30,31,0.028269484099207456,0.19189368217037545
2023-02-28,0.06840504382086374,30,29,-0.049399559342187795,-0.11780460316305152,0.08476316175888719,30,31,-0.06096396565535568,-0.14572712741424287
2023-03-31,0.02315595994593814,30,29,-0.02237033036605898,-0.04552629031199712,0.009205245618794052,30,29,-0.040580600926289,-0.04978584654508305
2023-04-30,0.059833952057543625,31,30,0.05871891406624025,-0.0011150379913033724,0.04429608950236616,31,30,0.04869222230611372,0.004396132803747556
2023-05-31,-0.13862308688303152,31,30,-0.010006414415016807,0.1286166724680147,-0.17846378070366095,31,27,-0.021547150598025925,0.15691663010563503
2023-06-30,-0.07071602965202513,32,27,-0.00518950846936893,0.0655265211826562,-0.18701378117346856,32,27,-0.014546421440648943,0.17246735973281963
2023-07-31,-0.00810011913507857,32,30,0.002039187952698654,0.010139307087777223,0.019027664567482384,32,29,-0.00180654456248832,-0.020834209129970704
2023-08-31,0.10645202040738688,32,34,0.027941732000266763,-0.07851028840712011,0.07503902262696845,32,29,0.016351871336635206,-0.05868715129033324
2023-09-30,0.11209498349701039,32,30,-0.02635306014373002,-0.1384480436407404,0.09551049384263476,32,30,-0.04263334087700209,-0.13814383471963684
2023-10-31,0.1467965649999485,32,29,-0.028333792341460096,-0.1751303573414086,0.08807504269125495,32,29,-0.05943821838575207,-0.14751326107700702
2023-11-30,-0.08499635203028241,32,30,0.06978461129904445,0.15478096332932686,-0.09395772947814889,33,28,0.0614809967948448,0.15543872627299368
2023-12-31,-0.0752080837010016,33,30,0.20741155433358996,0.28261963803459156,-0.21820052532768883,33,28,0.18842800224841336,0.4066285275761022
2024-01-31,-0.1112260720456483,33,28,-0.01284425687282924,0.09838181517281906,-0.13665093409779633,33,28,-0.013024632646948645,0.12362630145084767
2024-02-29,-0.5038953298826178,33,31,0.07406688378725679,0.5779622136698745,-0.4536477232217258,33,30,0.03410391846495168,0.4877516416866775
2024-03-31,0.018797658092471747,32,33,-0.009684201402178128,-0.028481859494649875,0.0024995605970974666,32,29,-0.03126064591258113,-0.0337602065096786
2024-04-30,-0.03636792676567231,32,31,-0.06248523102288847,-0.026117304257216156,-0.09036785999275071,32,29,-0.0814646612176188,0.008903198775131904
2024-05-31,0.01698951147413072,33,30,0.03797988058623468,0.02099036911210396,0.06102400588408051,32,29,0.06008297946051239,-0.000941026423568125
2024-06-30,0.1396396946978991,34,32,0.05843194246300224,-0.08120775223489687,0.14685183012730063,33,31,0.10352143370347562,-0.04333039642382501
2024-07-31,-0.15328882194361582,33,33,0.055670802966209146,0.20895962490982495,-0.12827765855581807,33,32,0.0745043199683349,0.20278197852415297
2024-08-31,-0.02864683921475715,33,31,0.004289714277778836,0.032936553492535985,-0.01976125357040309,33,32,0.007674441642324428,0.027435695212727516
2024-09-30,0.021647504419084397,33,31,-0.014655800368293148,-0.03630330478737755,-0.006174007203765711,33,32,-0.02960155291919814,-0.02342754571543243
2024-10-31,-0.01817177849388775,33,36,0.013584038298445856,0.03175581679233361,-0.004627289434446879,33,33,-0.0002985824311326499,0.004328707003314229
2024-11-30,0.033734331718894686,33,38,0.03309981722302352,-0.000634514495871168,0.09812754400817703,33,34,0.04397319856149768,-0.05415434544667934
2024-12-31,0.09079395943872354,33,37,-0.08290862942904043,-0.17370258886776396,0.054909227844147146,33,33,-0.07303686270307375,-0.1279460905472209
