date,cum_alpha,sumcum_alpha,cum_ff5_explained,sumcum_ff5_explained,cum_pr_attr,sumcum_pr_attr,cum_residual,sumcum_residual,cum_ibb_excess,sumcum_ibb_excess,cum_pr_attr_rolling
2016-07-31,-0.07315513156237707,-0.07580898678123092,0.08892789014789049,0.10278266918179686,0.005116534698680564,0.00558786493702581,-0.09351932035472421,-0.07581911955462499,-0.09992258073792304,-0.04325757221703325,0.005116534698680564
2016-08-31,-0.0770586410279126,-0.08002059715796597,0.0896609247020741,0.1034558400692503,0.007283097785971915,0.0077433991586778675,-0.11922445252004854,-0.10417618522907854,-0.12669085703240235,-0.07299754315911634,0.007283097785971915
2016-09-30,-0.08094571043247734,-0.08423220753470102,0.12042354006664957,0.13168720513631124,0.010585694891831476,0.011022117041583497,-0.1165720184852922,-0.10116470966944756,-0.10022090220509983,-0.04268759502625384,0.010585694891831476
2016-10-31,-0.08481640901520271,-0.08844381791143607,0.03961456898556426,0.05956361241326086,0.0025887409317799648,0.003108929668683518,-0.14213930443356715,-0.13010570597390905,-0.20206634651939914,-0.15587698180340076,0.0025887409317799648
2016-11-30,-0.08867080572361186,-0.09265542828817112,0.09654179944233476,0.11432162769609673,0.014599022725854338,0.015088200234710874,-0.13774339086240872,-0.12498143160876193,-0.1480861748879626,-0.08822703196612547,0.014599022725854338
2016-12-31,-0.09250896921484786,-0.09686703866490617,0.09015047505191753,0.10849300867430695,0.0062807251561385335,0.006889594299365443,-0.1496153624451365,-0.13874992170430536,-0.17535365792614022,-0.12023435739553917,0.0062807251561385335
2017-01-31,-0.09633096785689654,-0.10107864904164122,0.11574056701913138,0.13196691668319474,0.011408634661975947,0.011985497835668999,-0.1296994301741724,-0.11533001100574315,-0.1359536127438078,-0.07245624552852067,0.011408634661975947
2017-02-28,-0.10013686972980451,-0.10529025941837628,0.13806712115311703,0.15197744134631996,0.011653859715288872,0.012227956763652067,-0.08404137414008706,-0.0628676116725761,-0.07676317556068557,-0.003952472980980365,0.011653859715288872
2017-03-31,-0.10392674262689172,-0.10950186979511133,0.16240672689294877,0.17336423417025296,-0.004151537866292299,-0.003395368773828931,-0.09794095695743432,-0.07804251414625303,-0.08934047288634805,-0.017575518544940365,-0.004151537866292299
2017-04-30,-0.10770065405595908,-0.11371348017184638,0.17900859067681774,0.1876465532585509,0.0016241387232567295,0.0024043857161001403,-0.09831856971159236,-0.07846112616180838,-0.07526909739233256,-0.002123667359003767,0.0016241387232567295
2017-05-31,-0.11145867124049091,-0.11792509054858143,0.18481604196644175,0.1925722606160267,0.013889474401047819,0.01464983308862983,-0.1465649107221786,-0.131968206811295,-0.11276465723004969,-0.04267120365521997,0.013889474401047819
2017-06-30,-0.11520086112085237,-0.12213670092531648,0.21055402313267235,0.2142954482287749,0.0146594499778816,0.01540926061625903,-0.09000507133474778,-0.06569504778839624,-0.037754087093698985,0.04187296013132113,0.0146594499778816
2017-07-31,-0.118927290355482,-0.12634831130205154,0.22292433382489407,0.22451416664681786,0.01584732200405292,0.016579970676858274,-0.07021318417610822,-0.04394560003304491,-0.009918943750997888,0.07080022598857963,0.01584732200405292
2017-08-31,-0.1226380253220789,-0.1305599216787866,0.21530758881275358,0.21828586224443683,0.005520832878984194,0.006414575837113377,-0.010339832090484724,0.02044910966454238,0.03343611173145744,0.11458962606730594,0.005520832878984194
2017-09-30,-0.12633313211878516,-0.13477153205552167,0.27103859691445376,0.2641433954440316,-0.009657553850895284,-0.008680473647262878,-0.03679404443497891,-0.006281492619243691,0.03325037334905834,0.11440989712200333,-0.009657553850895284
2017-10-31,-0.1300126765653633,-0.13898314243225673,0.26387222222799234,0.2585051916130399,-0.032664882692678754,-0.03191216378762414,-0.06151502670470077,-0.03194680555350652,-0.02744979754099952,0.05566307983965254,-0.032664882692678754
2017-11-30,-0.1336767242043685,-0.1431947528089918,0.2860516562840716,0.27605398623484173,-0.04010701721719767,-0.03960560362183055,-0.06284302068239023,-0.03336184576776427,-0.02333717041845429,0.05989178403625514,-0.04010701721719767
2017-12-31,-0.13732534030231647,-0.14740636318572686,0.2948859963807453,0.28292333713027923,-0.04676491231777413,-0.04654168422664415,-0.046172504772416745,-0.015573453558262597,-0.010142404683829653,0.07340183615964564,-0.04676491231777413
2018-01-31,-0.14095858985084553,-0.15161797356246193,0.3446259198085926,0.32133592601213623,-0.05592855304514477,-0.056154885467118644,-0.004174985709937795,0.02845706482437054,0.057779936440281565,0.14202013180692624,-0.05558244281335678
2018-02-28,-0.1445765375678748,-0.155829583939197,0.2971146351215417,0.2860017234007407,-0.06595186232824934,-0.0667719942838668,-0.00769190453687385,0.024925401352908765,0.0009828814394867713,0.08832554653058575,-0.0681264101325878
2018-03-31,-0.14817924789875658,-0.16004119431593206,0.3024345848281844,0.29010309544804946,-0.05577286161705208,-0.055874268245281924,-0.03189019330991172,0.0005395388534759453,-0.012628858940975873,0.07472717174031154,-0.05475175682467914
2018-04-30,-0.15176678501742435,-0.16425280469266712,0.3245342621096443,0.3070710702998346,-0.07209600046358522,-0.07316156934371003,-0.05688470597070594,-0.025278309998039254,-0.0425943738850767,0.044378386265418346,-0.07933583686761492
2018-05-31,-0.15533921282753627,-0.16846441506940218,0.4243044947326624,0.38239583574917047,-0.08764878045307034,-0.08992276446438564,-0.06578986339123072,-0.03472058866418092,0.00040240764496046744,0.08928806755120185,-0.10515936874661613
2018-06-30,-0.15889659496361297,-0.17267602544613725,0.45548066030206424,0.40428452997480613,-0.09676078845189184,-0.09991015506966867,-0.06248016748161189,-0.03117781409995573,0.011639395483720838,0.10052053535904465,-0.11956510635969231
2018-07-31,-0.1624389947921714,-0.1768876358228723,0.4717113565040645,0.4154359637551986,-0.0926892422036516,-0.09540243862403085,-0.016361674984322505,0.018014203922110957,0.07298476115110542,0.16116009323040656,-0.11284645099617074
2018-08-31,-0.16596647541285325,-0.18109924619960738,0.5489718040704332,0.4679329749557473,-0.0992165401251418,-0.1025965536120902,-0.010223816441189859,0.02425415857519432,0.1237704609220065,0.20849133371924428,-0.12360295210064698
2018-09-30,-0.16947909965954933,-0.18531085657634244,0.5441127224315918,0.4647960026583351,-0.10739483917985382,-0.11167564910952323,0.0025261599962103087,0.03713583490686419,0.11978556879994007,0.20494533187933386,-0.13989110186037612
2018-10-31,-0.1729769301015185,-0.1895224669530775,0.3715122429284603,0.3530162880068498,-0.10562117183685593,-0.10968858089520972,-0.03177636078058077,0.0029197494364154863,-0.04618943149266885,0.05672498959497835,-0.13623463235548816
2018-11-30,-0.1764600290445022,-0.19373407732981257,0.38789314891482296,0.36495996993227403,-0.10845239431283127,-0.11285415501975603,0.008856446338127322,0.044886094269171506,-0.0018059147653541885,0.10325783185187724,-0.1423911242109248
2018-12-31,-0.17992845853183437,-0.19794568770654764,0.2545742424241013,0.26890148978561274,-0.10244677025835125,-0.10611797624907653,-0.01585846590343465,0.020388146784898264,-0.11962461852496598,-0.014774027385112853,-0.12989732638824625
2019-01-31,-0.18338228034554682,-0.2021572980832827,0.3760359393465835,0.36571656283206117,-0.10547408487342269,-0.10949082870479429,0.029587590797766072,0.06656652166968535,-0.00041388161347788444,0.12063495771366986,-0.13578807636876056
2019-02-28,-0.1868215560074692,-0.20636890846001776,0.4500083718894239,0.4194741940302451,-0.10148080696681716,-0.10502670101539076,0.0007544205203331433,0.038561939509665605,0.02558092151159408,0.14664052406450256,-0.12863240013099253
2019-03-31,-0.19024634678032537,-0.21058051883675283,0.4596570262673616,0.4261284000093217,-0.10273821395866534,-0.10642612242074047,-0.010535017330202567,0.027281012222164017,0.015081277262820825,0.13640277097399275,-0.13087242907306673
2019-04-30,-0.19365671366882442,-0.2147921292134879,0.46657698750194543,0.43086921316614896,-0.10990690529497016,-0.11441564281247883,-0.05179405368675982,-0.014417316752784862,-0.03481874450281164,0.08724412438739776,-0.14403910616062343
2019-05-31,-0.19705271742074737,-0.21900373959022296,0.3885155364899988,0.3776422420100622,-0.10814577326964137,-0.11243704974642155,-0.05857826113590103,-0.021572099398389635,-0.09525334789771733,0.02462935327502845,-0.14083302578174206
2019-06-30,-0.20043441852802935,-0.22321534996695802,0.4827845330868332,0.4455341698419504,-0.11454585623032998,-0.11961320339223884,-0.027592493082237657,0.011341701902874254,-0.014352743326103479,0.11404731838562815,-0.15041029708311837
2019-07-31,-0.20380187722783683,-0.22742696034369309,0.48030683210356817,0.4438631914037635,-0.1158478906351812,-0.12108367412639574,-0.05221933949210489,-0.013983942165759947,-0.04656241789856164,0.08136861476791515,-0.1520413861144173
2019-08-31,-0.207155153503641,-0.23163857072042815,0.4503307774577274,0.4236132986141425,-0.1126533927908907,-0.11747061047993175,-0.05846436315491421,-0.020573044394816584,-0.07272240136248664,0.05393107301896645,-0.14774351470536307
2019-09-30,-0.21049430708628591,-0.23585018109716321,0.4223791239196062,0.4043406926868812,-0.12401046101804358,-0.13026951919822075,-0.05737283082923461,-0.019413733708141895,-0.10529192757460148,0.018807258683355844,-0.16266702334246208
2019-10-31,-0.21381939745505263,-0.24006179147389828,0.46207071815587475,0.4322457663545062,-0.12066464867923332,-0.12645005310882115,-0.009757157645902237,0.031100058744095785,-0.03548078968614832,0.09683398051588304,-0.15792683515259043
2019-11-30,-0.2171304838387187,-0.24427340185063334,0.5383866818659155,0.4844429431137117,-0.11360124421043394,-0.11841739019109568,0.04714610212238646,0.08856400327815872,0.07397494700517027,0.21031615435014195,-0.14659796240023726
2019-12-31,-0.22042762521661308,-0.2484850122273684,0.5784937731884958,0.510513820998545,-0.1083182736819317,-0.11245735189682207,0.024075855560744763,0.06653245819110536,0.08019085701268303,0.21610391506546045,-0.13907307624824727
2020-01-31,-0.2237108803196668,-0.25269662260410347,0.5851459384472144,0.5147280696523623,-0.11889859622080301,-0.12432293378169437,-0.02107568686169281,0.022442421132557323,0.01975095887429723,0.16015093439912234,-0.15689935581262038
2020-02-29,-0.22698030763145893,-0.25690823298083854,0.49337501220273916,0.4568337622459586,-0.10743779704132472,-0.1113155782942092,0.02641553116549833,0.07095609822669374,0.019154521629218824,0.15956604919760525,-0.13571436854282481
2020-03-31,-0.23023596538925883,-0.2611198433575736,0.36341781514326343,0.36981128229446414,-0.09691067506165496,-0.09952130564321154,0.0513814049562471,0.09527945756090012,-0.03701766610726409,0.10444959085457975,-0.11632023588114881
2020-04-30,-0.23347791158506281,-0.26533145373430866,0.5560457469891871,0.5110944089387225,-0.09557023020969124,-0.0980370174172874,0.06502869483640228,0.10825979924834239,0.10890896561111996,0.25598573703546945,-0.11383922805182489
2020-05-31,-0.23670620396662778,-0.26954306411104373,0.6830978678884405,0.5927450423761313,-0.10486194111286251,-0.10831057453972225,0.08563443730741915,0.12760739295254972,0.20484407309107833,0.3424987966779157,-0.13495170947365476
2020-06-30,-0.23992090003849942,-0.2737546744877788,0.767832255687273,0.643089344638921,-0.11248059390262621,-0.1168217228638539,0.060394322898095876,0.10435820930291939,0.22216052574773593,0.3568711565902083,-0.15130739507529511
2020-07-31,-0.2431220570630367,-0.27796628486451386,0.8477590252997858,0.6883010831143228,-0.14829589742439175,-0.15717611204758303,0.042640254169104885,0.0876153162624621,0.20248721939864844,0.3407740024646886,-0.22492066132776622
2020-08-31,-0.2463097320614318,-0.2821778952412489,0.9702208086644546,0.754576924113016,-0.1579563999610989,-0.16851866928957954,-0.0008043528345139661,0.045947438171336195,0.2133742925205253,0.3498277977535244,-0.24537007036800385
2020-09-30,-0.24948398181472609,-0.286389505617984,0.9297003803336976,0.7340104839695762,-0.1568408533078237,-0.1671938606297624,0.021130149786390717,0.06789959807428256,0.21155291826243605,0.34832671579611313,-0.24310290893441777
2020-10-31,-0.252644862864821,-0.29060111599471905,0.9016907820329172,0.7194954853789988,-0.15732068437936897,-0.16776294782217174,0.005073659754409876,0.052175363474667905,0.1691244189536134,0.3133067850367766,-0.24407328805904271
2020-11-30,-0.2557924315154858,-0.2948127263714541,1.210914274309601,0.8820999924829993,-0.16831295068142593,-0.1808073718376837,-0.030617539953417094,0.016664334644653465,0.2975380567112018,0.4231442289185157,-0.2662622018556692
2020-12-31,-0.2589267438333599,-0.2990243367481892,1.4138266941601532,0.973877598792007,-0.1776467841168048,-0.19203014300266266,-0.06119243067341351,-0.014876251223309524,0.3556711857241732,0.46794686781784645,-0.28528800731947823
2021-01-31,-0.26204785564895217,-0.30323594712492424,1.540715807844912,1.0264452143510467,-0.1792621018870083,-0.19399440572943838,-0.04761034964371125,-0.0004088763602747361,0.43817613746155715,0.5288059851364102,-0.28853552651981895
2021-02-28,-0.2651558225576349,-0.3074475575016593,1.5522448993496396,1.0309829479571153,-0.17622153060809465,-0.19028972572635283,-0.07344483874178731,-0.027534842175223943,0.4049612257445674,0.5057108225538801,-0.2822276974358091
2021-03-31,-0.26825069992063444,-0.31165916787839437,1.4833817821532738,1.0040015570984586,-0.17590208102870275,-0.1899019399426,-0.08251197314640901,-0.037320697118073676,0.3479323457288426,0.4651197521593914,-0.28153603574569064
2021-04-30,-0.27133254286601727,-0.31587077825512944,1.5224850746241052,1.0197475421708488,-0.17388420861229414,-0.18745335662506482,-0.06963965896607682,-0.023290743806883202,0.38569185500100955,0.49313266348377227,-0.2772246885250713
2021-05-31,-0.2744014062896719,-0.3200823886318645,1.4515721062434945,0.9916351980804966,-0.17104247287221597,-0.18401348079929866,-0.05895113576465405,-0.011802159513248754,0.361587060169704,0.47573716913608555,-0.27093327425786096
2021-06-30,-0.2774573448562867,-0.32429399900859956,1.6342840465278239,1.0661636770997396,-0.16744315622488493,-0.17967150122912443,-0.05674885986135314,-0.009461924072775154,0.46642801611676554,0.5527362527892412,-0.26297960321666736
2021-07-31,-0.2805004130003236,-0.32850560938533463,1.5687371102191938,1.0412814187134332,-0.16519132097860567,-0.1769667787070337,-0.01944328211391655,0.03008807079068521,0.4857274532526854,0.5658971014117508,-0.2582598324574351
2021-08-31,-0.283530664926988,-0.3327172197620697,1.6195746140746903,1.0610722737811822,-0.17638508911575235,-0.19037556136399958,0.016874618400570585,0.06712611239707227,0.5439806035122379,0.6051056050521859,-0.2801222012092134
2021-09-30,-0.28654815461319394,-0.33692883013880476,1.4822225876173762,1.0086393231336472,-0.1690083154304528,-0.18141898033588327,0.0028013375497986104,0.053286371886184535,0.44898299647104367,0.5435778845451444,-0.2661564758445919
2021-10-31,-0.2895529358085257,-0.3411404405155398,1.5759165349265105,1.0463853124645512,-0.16794062469475113,-0.1801341410823417,-0.04431003674233047,0.006306603782525101,0.4313625664440761,0.5314173346491956,-0.2643500552874023
2021-11-30,-0.29254506203619546,-0.3453520508922749,1.473776231845204,1.0067332889240368,-0.15993404156198887,-0.17051153076102302,-0.04380193701007584,0.0068382612779357595,0.3831122416692325,0.4977079685486754,-0.2510946100298367
2021-12-31,-0.2955245865939963,-0.34956366126900995,1.488681894679368,1.0127587582620803,-0.14643501320882224,-0.15444252068202124,-0.07091733090100372,-0.02151924637705897,0.3686246407742013,0.4872333299339909,-0.2315285573596233
2022-01-31,-0.29849156255525167,-0.353775271645745,1.1467748158171625,0.8753739524364825,-0.13372030277837077,-0.13954651319904077,-0.07935630710311359,-0.03060237372706523,0.18278794749822458,0.35144979386463227,-0.21376793575907227
2022-02-28,-0.30144604276976117,-0.3579868820224801,1.1366331104852896,0.8706497935460623,-0.12429346885317993,-0.12866453829483263,-0.12157355433984585,-0.07645860188835525,0.1308517020821811,0.30753977134039506,-0.20089531208699907
2022-03-31,-0.30438807986474137,-0.36219849239921514,1.227425542306619,0.9131430186935036,-0.11881341560293346,-0.12240667329630411,-0.13122467708722652,-0.087445432709606,0.16879477225437478,0.34109242028837905,-0.19341181344805936
2022-04-30,-0.3073177262457636,-0.3664101027759502,0.9639132931707166,0.7948395135343497,-0.11028471605952983,-0.11272801988235172,-0.12349098787196999,-0.07854360388080414,0.0473165162051834,0.23715778699524437,-0.1823842021100568
2022-05-31,-0.3102350340976874,-0.3706217131526853,0.8750647332261388,0.7495989419401053,-0.11063150889942419,-0.11311779945133747,-0.07991663001612259,-0.0288300729838935,0.047182008671525555,0.23702935635218986,-0.18280140055286687
2022-06-30,-0.31314005538558987,-0.37483332352942034,0.7705827609670122,0.693877147162727,-0.11286269955518557,-0.11562653534437582,-0.015445925833929008,0.04124042963080247,0.05517029166069909,0.24465771791973406,-0.18524058784883768
2022-07-31,-0.3160328418556916,-0.3790449339061554,0.9494220957438055,0.7948830638130842,-0.11007622043779397,-0.1124855569231163,-0.060366747295767964,-0.004385120697540289,0.11247630991225499,0.29896745228627297,-0.18272036632848132
2022-08-31,-0.31891344503627805,-0.38325654428289047,0.9339084188312885,0.7869249735942505,-0.09836527062370592,-0.09932605935372987,-0.08292284783056347,-0.028390338126659358,0.08687219989306239,0.27595203183097167,-0.17288861616334728
2022-09-30,-0.32178191623861796,-0.38746815465962553,0.7534855064466819,0.6936305287137422,-0.09791502508992345,-0.09882669356943491,-0.029679594091317263,0.029667213098222817,0.04453946432144762,0.23700289358290547,-0.1725263675669395
2022-10-31,-0.32463830655787673,-0.3916797650363606,0.8418237554250882,0.7440091880488957,-0.11326143927969601,-0.11583885386098876,0.03775649225114419,0.09916599507973667,0.14758711661384938,0.33565656423128387,-0.178124338111461
2022-11-30,-0.32748266687402694,-0.39589137541309566,0.8589903879080316,0.7533296414486192,-0.10896654761998104,-0.11099538381247054,0.08849686263227574,0.1480602884520319,0.21511872402520194,0.3945031706750858,-0.17738431137751876
2022-12-31,-0.33031504785275445,-0.4001029857898307,0.7553507416505676,0.6975791400304315,-0.09673161407159925,-0.09726421186185383,0.09345044941553082,0.15261113922001296,0.16447246736952104,0.3528230815987608,-0.17520260549038824
2023-01-31,-0.33313549994636105,-0.4043145961665658,0.9425261927558588,0.8042105081462354,-0.11413401884387575,-0.11653025177134305,0.04336471990586488,0.10680592734558583,0.2079637742516829,0.3901715875539133,-0.1777173115232239
2023-02-28,-0.33594407339466315,-0.40852620654330085,0.8961904550682607,0.7803571681704888,-0.1080447235286488,-0.10965641820649616,-0.009668014451007956,0.055977359592540014,0.12096660429350692,0.3181519030132328,-0.17771973437602884
2023-03-31,-0.33874081822588653,-0.4127378169200359,0.9323864531895214,0.7994459669905195,-0.10790117862135307,-0.10949548535360276,-0.012708005088015617,0.05290769135868767,0.13438284048144067,0.3301203560755695,-0.17772025077946785
2023-04-30,-0.34152578425755764,-0.416949427296771,0.9178635162649211,0.7919304222087656,-0.10199643845021156,-0.10287655477143198,-0.00027467884782095275,0.06550105411688872,0.1428738527936011,0.3376054942574524,-0.1788730735170614
2023-05-31,-0.34429902109739097,-0.42116103767350604,0.9718815291158736,0.8200961453652045,-0.11310689025698495,-0.11524894646618077,-0.04785456866276372,0.017908091521815973,0.10171754646505193,0.3015942527473347,-0.17805425559688637
2023-06-30,-0.34706057814417246,-0.4253726480502411,1.0858859258854112,0.8779111789187942,-0.12045215218416461,-0.12353096134090227,-0.08968856743699816,-0.026028472575835473,0.1032432536242498,0.3029790969518164,-0.17735731799455268
2023-07-31,-0.3498105045886398,-0.4295842584269762,1.1454389876244053,0.9064616672268808,-0.12136309564870384,-0.1245666565186023,-0.0981053974533973,-0.035274572004359024,0.11875163596833116,0.3170361802769444,-0.17631344172265095
2023-08-31,-0.3525488494143584,-0.43379586880371124,1.021759389790252,0.848813979015947,-0.1128564186227996,-0.1148849814332782,-0.05928981817759538,0.007763249894343703,0.10852646797183074,0.30789637867330244,-0.18686798475123523
2023-09-30,-0.3552756613985939,-0.4380074791804463,0.863356458369317,0.7704649270858019,-0.1001734350705078,-0.10058855431761007,-0.046040369862523134,0.021847766646787684,0.04846681605519487,0.25371666023453443,-0.20107537138056997
2023-10-31,-0.35799098911318117,-0.44221908955718137,0.7386471100928,0.7035376638043287,-0.08632126280464458,-0.08519428523760275,-0.06339964756584904,0.0036506887465161467,-0.02905858434677333,0.17977497775606194,-0.21681069244884765
2023-11-30,-0.3606948809253895,-0.44643069993391643,0.877897528754026,0.7836289128294361,-0.09444079535850025,-0.0940809236404832,-0.07053421225356393,-0.0039668235351872,0.028591535991888684,0.23915046571985055,-0.2075743875353555
2023-12-31,-0.36338738499878387,-0.4506423103106515,1.0229911936746414,0.8608928011401492,-0.10169439179719975,-0.10209099785928717,-0.020310569343038876,0.05006813242838435,0.15107329456740115,0.35822762539859615,-0.19857630872333332
2024-01-31,-0.3660685492940834,-0.45485392068738656,0.9796869061739968,0.8394867329199583,-0.11374202101954933,-0.11550250182000799,0.003625254428015978,0.07450018509940673,0.13427092817757602,0.3436304955119718,-0.18492423070354513
2024-02-29,-0.36873842157001513,-0.4590655310641216,1.1023928044371902,0.9014692099876774,-0.1646638107211531,-0.17295957516583446,0.017467660608766478,0.08829259030212294,0.15027117909753018,0.3577366940598456,-0.1721181548798243
2024-03-31,-0.37139704938416496,-0.4632771414408567,1.0893137129425208,0.8952481596363513,-0.16652647651132146,-0.17518941485681733,0.028801641495458163,0.09943199190227837,0.14851920242324512,0.35621359524095697,-0.17152892945470744
2024-04-30,-0.37404448009382485,-0.46748875181759175,0.9584495202205843,0.8326131460855947,-0.17091946159628535,-0.18046011027924191,0.021816131095612867,0.09264204317154809,0.057892689821863685,0.27730632716031034,-0.17024457070436494
2024-05-31,-0.3766807608568362,-0.4717003621943268,1.0232724072140424,0.8657122310117953,-0.16967613239802792,-0.17896046200544288,0.042304287914071814,0.11269277068990415,0.11125052298859339,0.327744177501931,-0.17057447335786668
2024-06-30,-0.3793059386324301,-0.4759119725710619,1.044818808190723,0.8763615142718526,-0.15543109100507113,-0.16180445583871975,0.03975345054190482,0.11024546484865892,0.1347494412761845,0.3488905507107312,-0.1735414544147581
2024-07-31,-0.3819200601820636,-0.48012358294779695,1.1105605474092117,0.9085119126128467,-0.16897669780556923,-0.17784294204894258,0.10383017036745001,0.17187230512713975,0.21818432461621806,0.4224176927432483,-0.1700399252485586
2024-08-31,-0.38452317207025255,-0.484335193324532,1.1090014381010538,0.9077731944983287,-0.1709696334736499,-0.18024111266921036,0.10813521833111728,0.1757724050512379,0.21398353878108045,0.41896929355582563,-0.16961899728416985
2024-09-30,-0.38711532066540144,-0.4885468037012671,1.1625655294754154,0.9331710393772731,-0.17044809501461944,-0.17961201815097733,0.060307921160568156,0.1326122415807741,0.18807126112074712,0.39762445910580424,-0.16972988544342182
2024-10-31,-0.3896965521406289,-0.49275841407800214,1.1354001565995402,0.9206093978891352,-0.17323549621562762,-0.18297214689549188,0.04026134153510186,0.11370586615397905,0.1416892489329935,0.35858470306962176,-0.16928238921874394
2024-11-30,-0.39226691247459056,-0.4969700244547372,1.3279447862545761,1.0107773362307941,-0.16917492757470953,-0.1780607499712993,-0.04908287503602804,0.027819547972352157,0.14737646741549715,0.36356610977711123,-0.17070020159506627
2024-12-31,-0.3948264474522978,-0.5011816348314723,1.2195946257035097,0.9642340671675315,-0.1617881765036262,-0.16916988796406535,-0.0755369596116956,-1.1726730697603216e-15,0.06742318430405714,0.2938825443719941,-0.17268547091979325
