ticker,date,original,cleaned,method
DFTX,2020-03-31,10.199999491373696,1.1561116457233165,winsorize
NGNE,2015-08-31,8.29891356797661,1.1561116457233165,winsorize
OCGN,2021-02-28,5.186440636871258,1.1561116457233165,winsorize
SLNO,2023-09-30,5.034765037752535,1.1561116457233165,winsorize
