date,IBB_return,XBI_return
2024-01-31,-0.0098971298866245,-0.020671049089306948
2024-02-29,0.018306198547873853,0.125700712630743
2024-03-31,0.002776901181111402,-0.0358667153194695
2024-04-30,-0.0742072680806467,-0.10823052547757961
2024-05-31,0.0548378503416207,0.053297092393190804
2024-06-30,0.025246373208800188,0.040165993340098405
2024-07-31,0.07802714203251715,0.06982494071784129
2024-08-31,0.001351600812577347,0.02220871192826479
2024-09-30,-0.01734483445002144,-0.024293788601272515
2024-10-31,-0.03513975603618258,-0.017770047187455118
2024-11-30,0.008981406707489592,0.02669283309313686
2024-12-31,-0.06598356540511718,-0.09596473289570273
