date,excess,PR_flipped,tilt_0.10,tilt_0.25,tilt_0.50
2021-04-30,0.0280129113243809,-0.0225788062753707,0.025755030696843827,0.022368209755538222,0.01672350818669555
2021-05-31,-0.0173954943476867,-0.0317196843272985,-0.02056746278041655,-0.025325415429511326,-0.03325533651133595
2021-06-30,0.0769990836531557,-0.0400381375077199,0.07299526990238371,0.06698954927622573,0.05698001489929576
2021-07-31,0.0131608486225096,-0.0249407097637149,0.01066677764613811,0.006925671181580876,0.0006904937406521511
2021-08-31,0.0392085036404352,0.1236446821441826,0.05157297185485346,0.07011967417648085,0.10103084471252649
2021-09-30,-0.0615277205070415,-0.0825901681495854,-0.06978673732200004,-0.08217526254443785,-0.10282280458183421
2021-10-31,-0.0121605498959488,-0.0118477228824339,-0.013345322184192189,-0.015122480616557275,-0.01808441133716575
2021-11-30,-0.0337093661005202,-0.0887317383699022,-0.04258253993751042,-0.05589230069299575,-0.0780752352854713
2021-12-31,-0.0104746386146845,-0.1481750949671537,-0.02529214811139987,-0.047518412356472924,-0.08456218609826135
2022-01-31,-0.1357835360693586,-0.1373586370641679,-0.1495193997757754,-0.1701231953354006,-0.20446285460144256
2022-02-28,-0.0439100225242372,-0.1003445549497962,-0.05394447801921683,-0.06899616126168626,-0.09408229999913531
2022-03-31,0.033552648947984,-0.0577048452823044,0.02778216441975356,0.0191264376274079,0.004700226306831801
2022-04-30,-0.1039346332931347,-0.0892485213286798,-0.11285948542600267,-0.12624676362530465,-0.1485588939574746
2022-05-31,-0.00012843064305449996,0.0035942241847363,0.00023099177541913005,0.000770125403129575,0.00166868144931365
2022-06-30,0.007628361567544199,0.0231334834797463,0.009941709915518829,0.013411732437480775,0.01919510330741735
2022-07-31,0.054309734366538895,-0.0289635001516422,0.05141338435137467,0.047068859328628344,0.039827984290717794
2022-08-31,-0.0230154204553013,-0.1213459816427592,-0.03515001861957722,-0.0533519158659911,-0.08368841127668089
2022-09-30,-0.0389491382480662,-0.0046047374509985,-0.039409611993166054,-0.04010032261081582,-0.04125150697356545
2022-10-31,0.0986536706483784,0.1568720446626308,0.11434087511464149,0.1378716818140361,0.1770896929796938
2022-11-30,0.0588466064438019,-0.0446624671265583,0.05438035973114607,0.047680989662162325,0.03651537288052275
2022-12-31,-0.041680089076325,-0.1266174890543935,-0.05434183798176435,-0.07333446133992337,-0.10498883360352174
2023-01-31,0.0373485059551525,0.1776554547663136,0.05511405143178386,0.08176236964673089,0.1261762333383093
2023-02-28,-0.0720196845406805,-0.0633847969633527,-0.07835816423701578,-0.08786588378151867,-0.10371208302235685
2023-03-31,0.011968453062336699,-0.0014839894084063,0.011820054121496068,0.011597455710235124,0.011226458358133549
2023-04-30,0.007485138181882901,-0.061034292888755,0.0013817088930074004,-0.0077734350403058485,-0.0230320082624946
2023-05-31,-0.0360112415101177,0.1140879435215407,-0.024602447157963628,-0.007489255629732523,0.02103273025065265
2023-06-30,0.0013848442044817003,0.0763698780788538,0.00902183201236708,0.020477313724195152,0.0395697832439086
2023-07-31,0.014057083325127999,0.0095503226744044,0.015012115592568438,0.016444663993729097,0.0188322446623302
2023-08-31,-0.009139801603642,-0.0892763846780872,-0.01806744007145072,-0.031458897773163796,-0.0537779939426856
2023-09-30,-0.054179718438767996,-0.1318298037738683,-0.06736269881615482,-0.08713716938223506,-0.12009462032570214
2023-10-31,-0.07394168247847249,-0.141953192615192,-0.0881370017399917,-0.1094299806322705,-0.1449182787860685
2023-11-30,0.059375487963788595,0.0819452152193413,0.06757000948572273,0.07986179176862392,0.10034809557345925
2023-12-31,0.1190771596787456,0.0738622667003117,0.12646338634877677,0.13754272635382353,0.15600829302890146
2024-01-31,-0.0145971298866244,0.1236697757523352,-0.0022301523113908775,0.0163203140514594,0.0472377579895432
2024-02-29,0.014106198547873802,0.5298215171747177,0.06708835026534557,0.14656157784155321,0.27901695713523267
2024-03-31,-0.0015230988188885998,0.0205617338186048,0.0005330745629718802,0.0036173346357626004,0.0087577680904138
2024-04-30,-0.0789072680806466,0.0486019854938831,-0.0740470695312583,-0.06675677170717582,-0.05460627533370505
2024-05-31,0.050437850341620696,-0.0138285136604571,0.049054998975574984,0.04698072192650642,0.04352359351139215
2024-06-30,0.021146373208800202,-0.1581984721220108,0.005326525996599121,-0.018403244821702497,-0.057952862852205196
2024-07-31,0.07352714203251709,0.1478936291436307,0.08831650494688016,0.11050054931842476,0.14747395660433243
2024-08-31,-0.0034483991874226993,0.0221139421568955,-0.0012370049717331491,0.002080086351801176,0.007608571891025051
2024-09-30,-0.0213448344500214,-0.0058009883324616,-0.02192493328326756,-0.0227950815331368,-0.0242453286162522
2024-10-31,-0.0390397560361825,0.0309843228283815,-0.035941323753344356,-0.031293675329087126,-0.023547594621991755
2024-11-30,0.0049814067074895,-0.0452888324847468,0.0004525234590148199,-0.0063408014136972,-0.0176630095348839
2024-12-31,-0.0696835654051171,-0.0819841617986954,-0.07788198158498663,-0.09017960585479094,-0.1106756463044648
