date,PR_flipped,long_return,short_return,n_long,n_short
2022-09-30,-0.0046047374509985,-0.0511729601945556,-0.046568222743557,24,28
2022-10-31,0.1568720446626308,0.1656063431081816,0.0087342984455507,29,28
2022-11-30,-0.0446624671265583,0.0170366905003182,0.0616991576268765,29,29
2022-12-31,-0.1266174890543935,-0.0170394268303691,0.1095780622240244,32,29
2023-01-31,0.1776554547663136,0.21722644791601,0.0395709931496963,28,30
2023-02-28,-0.0633847969633527,-0.1178046031630515,-0.0544198061996988,29,29
2023-03-31,-0.0014839894084063,-0.0357969309589282,-0.0343129415505219,25,29
2023-04-30,-0.061034292888755,-0.0011150379913033,0.0599192548974517,30,30
2023-05-31,0.1140879435215407,0.1286166724680147,0.0145287289464739,30,30
2023-06-30,0.0763698780788538,0.0655265211826562,-0.0108433568961976,27,32
2023-07-31,0.0095503226744044,0.0101393070877772,0.0005889844133727,30,32
2023-08-31,-0.0892763846780872,-0.0785102884071201,0.0107660962709671,34,32
2023-09-30,-0.1318298037738683,-0.1384480436407404,-0.006618239866872,30,31
2023-10-31,-0.141953192615192,-0.1751303573414086,-0.0331771647262165,29,31
2023-11-30,0.0819452152193413,0.1547809633293268,0.0728357481099855,30,32
2023-12-31,0.0738622667003117,0.2826196380345915,0.2087573713342798,30,32
2024-01-31,0.1236697757523352,0.1107106265552581,-0.0129591491970771,27,32
2024-02-29,0.5298215171747177,0.6124949955820622,0.0826734784073445,28,32
2024-03-31,0.0205617338186048,-0.0284818594946498,-0.0490435933132547,33,32
2024-04-30,0.0486019854938831,-0.0261173042572161,-0.0747192897510993,31,32
2024-05-31,-0.0138285136604571,0.0209903691121039,0.034818882772561,30,32
2024-06-30,-0.1581984721220108,-0.0812077522348968,0.0769907198871139,32,32
2024-07-31,0.1478936291436307,0.2089596249098249,0.0610659957661942,33,32
2024-08-31,0.0221139421568955,0.0329365534925359,0.0108226113356404,31,32
2024-09-30,-0.0058009883324616,-0.0363033047873775,-0.0305023164549159,31,32
2024-10-31,0.0309843228283815,0.0427296580642856,0.0117453352359041,32,32
2024-11-30,-0.0452888324847468,-0.0006345144958711,0.0446543179888757,38,33
2024-12-31,-0.0819841617986954,-0.1737025888677639,-0.0917184270690685,37,33
