iShares Biotechnology ETF
Fund Holdings as of,"Apr 13, 2026"
Inception Date,"Feb 05, 2001"
Shares Outstanding,"48,350,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"PGEN","PRECIGEN INC","Health Care","Equity","4,625,801.85","0.06","4,625,801.85","1,109,305.00","4.17","United States","NASDAQ","USD","1.00","USD","-"
"SVRA","SAVARA INC","Health Care","Equity","4,610,419.04","0.06","4,610,419.04","778,787.00","5.92","United States","NASDAQ","USD","1.00","USD","-"
"PHAT","PHATHOM PHARMACEUTICALS INC","Health Care","Equity","4,541,295.43","0.05","4,541,295.43","358,429.00","12.67","United States","NASDAQ","USD","1.00","USD","-"
"ORIC","ORIC PHARMACEUTICALS INC","Health Care","Equity","4,432,334.40","0.05","4,432,334.40","426,186.00","10.40","United States","NASDAQ","USD","1.00","USD","-"
"CTMX","CYTOMX THERAPEUTICS INC","Health Care","Equity","4,352,689.39","0.05","4,352,689.39","991,501.00","4.39","United States","NASDAQ","USD","1.00","USD","-"
"IRWD","IRONWOOD PHARMA INC CLASS A","Health Care","Equity","4,300,981.15","0.05","4,300,981.15","1,178,351.00","3.65","United States","NASDAQ","USD","1.00","USD","-"
"ARVN","ARVINAS INC","Health Care","Equity","4,207,549.62","0.05","4,207,549.62","397,689.00","10.58","United States","NASDAQ","USD","1.00","USD","-"
"MGTX","MEIRAGTX HOLDINGS PLC","Health Care","Equity","4,164,349.05","0.05","4,164,349.05","432,435.00","9.63","United States","NASDAQ","USD","1.00","USD","-"
"XTSLA","BLK CSH FND TREASURY SL AGENCY","Cash and/or Derivatives","Money Market","4,092,336.68","0.05","4,092,336.68","4,092,337.00","1.00","United States","-","USD","1.00","USD","-"
"ZVRA","ZEVRA THERAPEUTICS INC","Health Care","Equity","4,038,290.64","0.05","4,038,290.64","415,462.00","9.72","United States","NASDAQ","USD","1.00","USD","-"
"CTKB","CYTEK BIOSCIENCES INC","Health Care","Equity","4,004,031.42","0.05","4,004,031.42","872,338.00","4.59","United States","NASDAQ","USD","1.00","USD","-"
"SANA","SANA BIOTECHNOLOGY INC","Health Care","Equity","3,983,789.76","0.05","3,983,789.76","1,241,056.00","3.21","United States","NASDAQ","USD","1.00","USD","-"
"RIGL","RIGEL PHARMACEUTICALS INC","Health Care","Equity","3,943,302.75","0.05","3,943,302.75","131,575.00","29.97","United States","NASDAQ","USD","1.00","USD","-"
"SPRY","ARS PHARMACEUTICALS INC","Health Care","Equity","3,722,656.00","0.04","3,722,656.00","465,332.00","8.00","United States","NASDAQ","USD","1.00","USD","-"
"ZBIO","ZENAS BIOPHARMA INC","Health Care","Equity","3,717,199.92","0.04","3,717,199.92","176,673.00","21.04","United States","NASDAQ","USD","1.00","USD","-"
"CMPS","COMPASS PATHWAYS ADR PLC","Health Care","Equity","3,546,784.38","0.04","3,546,784.38","614,694.00","5.77","United Kingdom","NASDAQ","USD","1.00","USD","-"
"BIOA","BIOAGE LABS INC","Health Care","Equity","3,436,197.98","0.04","3,436,197.98","212,242.00","16.19","United States","NASDAQ","USD","1.00","USD","-"
"ALLO","ALLOGENE THERAPEUTICS INC","Health Care","Equity","3,424,553.10","0.04","3,424,553.10","1,119,135.00","3.06","United States","NASDAQ","USD","1.00","USD","-"
"FDMT","4D MOLECULAR THERAPEUTICS INC","Health Care","Equity","3,415,126.08","0.04","3,415,126.08","340,152.00","10.04","United States","NASDAQ","USD","1.00","USD","-"
"OPK","OPKO HEALTH INC","Health Care","Equity","3,386,663.28","0.04","3,386,663.28","2,894,584.00","1.17","United States","NASDAQ","USD","1.00","USD","-"
"PRTA","PROTHENA PLC","Health Care","Equity","3,347,584.83","0.04","3,347,584.83","324,693.00","10.31","United States","NASDAQ","USD","1.00","USD","-"
"FULC","FULCRUM THERAPEUTICS INC","Health Care","Equity","3,253,270.99","0.04","3,253,270.99","420,863.00","7.73","United States","NASDAQ","USD","1.00","USD","-"
"EBS","EMERGENT BIOSOLUTIONS INC","Health Care","Equity","3,115,272.08","0.04","3,115,272.08","378,067.00","8.24","United States","NYSE","USD","1.00","USD","-"
"ALVO","ALVOTECH SA","Health Care","Equity","3,057,941.53","0.04","3,057,941.53","824,243.00","3.71","Iceland","NASDAQ","USD","1.00","USD","-"
"MYGN","MYRIAD GENETICS INC","Health Care","Equity","3,055,338.09","0.04","3,055,338.09","665,651.00","4.59","United States","NASDAQ","USD","1.00","USD","-"
"CATX","PERSPECTIVE THERAPEUTICS INC","Health Care","Equity","3,029,096.40","0.04","3,029,096.40","696,344.00","4.35","United States","Nyse Mkt Llc","USD","1.00","USD","-"
"RGNX","REGENXBIO INC","Health Care","Equity","3,008,539.12","0.04","3,008,539.12","332,803.00","9.04","United States","NASDAQ","USD","1.00","USD","-"
"ALT","ALTIMMUNE INC","Health Care","Equity","3,005,392.26","0.04","3,005,392.26","930,462.00","3.23","United States","NASDAQ","USD","1.00","USD","-"
"ACRS","ACLARIS THERAPEUTICS INC","Health Care","Equity","2,999,864.40","0.04","2,999,864.40","769,196.00","3.90","United States","NASDAQ","USD","1.00","USD","-"
"ABSI","ABSCI CORP","Health Care","Equity","2,986,389.20","0.04","2,986,389.20","979,144.00","3.05","United States","NASDAQ","USD","1.00","USD","-"
"PACB","PACIFIC BIOSCIENCES OF CALIFORNIA","Health Care","Equity","2,943,408.65","0.04","2,943,408.65","2,029,937.00","1.45","United States","NASDAQ","USD","1.00","USD","-"
"ENTA","ENANTA PHARMACEUTICALS INC","Health Care","Equity","2,940,133.72","0.04","2,940,133.72","206,036.00","14.27","United States","NASDAQ","USD","1.00","USD","-"
"LXEO","LEXEO THERAPEUTICS INC","Health Care","Equity","2,930,659.38","0.04","2,930,659.38","459,351.00","6.38","United States","NASDAQ","USD","1.00","USD","-"
"DSGN","DESIGN THERAPEUTICS INC","Health Care","Equity","2,924,961.65","0.04","2,924,961.65","236,839.00","12.35","United States","NASDAQ","USD","1.00","USD","-"
"PSNL","PERSONALIS INC","Health Care","Equity","2,920,299.55","0.04","2,920,299.55","462,805.00","6.31","United States","NASDAQ","USD","1.00","USD","-"
"BBOT","BRIDGEBIO ONCOLOGY THERAPEUTICS IN","Health Care","Equity","2,916,455.95","0.04","2,916,455.95","325,861.00","8.95","United States","NASDAQ","USD","1.00","USD","-"
"VNDA","VANDA PHARMACEUTICALS INC","Health Care","Equity","2,912,129.52","0.04","2,912,129.52","406,722.00","7.16","United States","NASDAQ","USD","1.00","USD","-"
"RCKT","ROCKET PHARMACEUTICALS INC","Health Care","Equity","2,750,729.80","0.03","2,750,729.80","755,695.00","3.64","United States","NASDAQ","USD","1.00","USD","-"
"AVIR","ATEA PHARMACEUTICALS INC","Health Care","Equity","2,637,837.28","0.03","2,637,837.28","461,968.00","5.71","United States","NASDAQ","USD","1.00","USD","-"
"PRME","PRIME MEDICINE INC","Health Care","Equity","2,587,693.20","0.03","2,587,693.20","707,020.00","3.66","United States","NASDAQ","USD","1.00","USD","-"
"ADCT","ADC THERAPEUTICS SA","Health Care","Equity","2,575,339.02","0.03","2,575,339.02","675,942.00","3.81","United States","NYSE","USD","1.00","USD","-"
"CTNM","CONTINEUM THERAPEUTICS INC CLASS A","Health Care","Equity","2,567,235.44","0.03","2,567,235.44","201,194.00","12.76","United States","NASDAQ","USD","1.00","USD","-"
"LCTX","LINEAGE CELL THERAPEUTICS INC","Health Care","Equity","2,458,536.70","0.03","2,458,536.70","1,628,170.00","1.51","United States","Nyse Mkt Llc","USD","1.00","USD","-"
"LAB","STANDARD BIOTOOLS INC","Health Care","Equity","2,434,799.85","0.03","2,434,799.85","2,758,980.00","0.88","United States","NASDAQ","USD","1.00","USD","-"
"EDIT","EDITAS MEDICINE INC","Health Care","Equity","2,349,449.60","0.03","2,349,449.60","734,203.00","3.20","United States","NASDAQ","USD","1.00","USD","-"
"AURA","AURA BIOSCIENCES INC","Health Care","Equity","2,346,166.12","0.03","2,346,166.12","339,532.00","6.91","United States","NASDAQ","USD","1.00","USD","-"
"MRVI","MARAVAI LIFESCIENCES HOLDINGS INC","Health Care","Equity","2,332,356.48","0.03","2,332,356.48","762,208.00","3.06","United States","NASDAQ","USD","1.00","USD","-"
"KYTX","KYVERNA THERAPEUTICS INC","Health Care","Equity","2,312,475.75","0.03","2,312,475.75","243,675.00","9.49","United States","NASDAQ","USD","1.00","USD","-"
"FLGT","FULGENT GENETICS INC","Health Care","Equity","2,285,330.40","0.03","2,285,330.40","149,368.00","15.30","United States","NASDAQ","USD","1.00","USD","-"
"TECX","TECTONIC THERAPEUTIC INC","Health Care","Equity","2,283,101.80","0.03","2,283,101.80","76,205.00","29.96","United States","NASDAQ","USD","1.00","USD","-"
"IMRX","IMMUNEERING CORP CLASS A","Health Care","Equity","2,232,279.60","0.03","2,232,279.60","391,628.00","5.70","United States","NASDAQ","USD","1.00","USD","-"
"TRDA","ENTRADA THERAPEUTICS INC","Health Care","Equity","2,207,496.03","0.03","2,207,496.03","158,927.00","13.89","United States","NASDAQ","USD","1.00","USD","-"
"UPB","UPSTREAM BIO INC","Health Care","Equity","2,188,360.68","0.03","2,188,360.68","213,916.00","10.23","United States","NASDAQ","USD","1.00","USD","-"
"DNA","GINKGO BIOWORKS HOLDINGS INC CLASS","Health Care","Equity","2,128,535.24","0.03","2,128,535.24","318,643.00","6.68","United States","NYSE","USD","1.00","USD","-"
"AVXL","ANAVEX LIFE SCIENCES CORP","Health Care","Equity","2,087,515.97","0.03","2,087,515.97","671,227.00","3.11","United States","NASDAQ","USD","1.00","USD","-"
"CABA","CABALETTA BIO INC","Health Care","Equity","2,035,152.00","0.02","2,035,152.00","635,985.00","3.20","United States","NASDAQ","USD","1.00","USD","-"
"LENZ","LENZ THERAPEUTICS INC","Health Care","Equity","2,001,412.53","0.02","2,001,412.53","207,831.00","9.63","United States","NASDAQ","USD","1.00","USD","-"
"CADL","CANDEL THERAPEUTICS INC","Health Care","Equity","1,966,535.22","0.02","1,966,535.22","403,806.00","4.87","United States","NASDAQ","USD","1.00","USD","-"
"AUTL","AUTOLUS THERAPEUTICS ADR PLC","Health Care","Equity","1,950,950.19","0.02","1,950,950.19","1,327,177.00","1.47","United Kingdom","NASDAQ","USD","1.00","USD","-"
"LRMR","LARIMAR THERAPEUTICS INC","Health Care","Equity","1,824,740.46","0.02","1,824,740.46","375,461.00","4.86","United States","NASDAQ","USD","1.00","USD","-"
"NGNE","NEUROGENE INC","Health Care","Equity","1,758,991.52","0.02","1,758,991.52","91,234.00","19.28","United States","NASDAQ","USD","1.00","USD","-"
"CCCC","C4 THERAPEUTICS INC","Health Care","Equity","1,687,383.96","0.02","1,687,383.96","611,371.00","2.76","United States","NASDAQ","USD","1.00","USD","-"
"ARCT","ARCTURUS THERAPEUTICS HOLDINGS INC","Health Care","Equity","1,588,305.78","0.02","1,588,305.78","187,743.00","8.46","United States","NASDAQ","USD","1.00","USD","-"
"KROS","KEROS THERAPEUTICS INC","Health Care","Equity","1,555,581.10","0.02","1,555,581.10","139,514.00","11.15","United States","NASDAQ","USD","1.00","USD","-"
"CDXS","CODEXIS INC","Health Care","Equity","1,484,831.70","0.02","1,484,831.70","645,579.00","2.30","United States","NASDAQ","USD","1.00","USD","-"
"ACIU","AC IMMUNE SA","Health Care","Equity","1,469,430.60","0.02","1,469,430.60","445,282.00","3.30","Switzerland","NASDAQ","USD","1.00","USD","-"
"CLLS","CELLECTIS ADR REPRESENTING SA","Health Care","Equity","1,460,699.80","0.02","1,460,699.80","341,285.00","4.28","France","NASDAQ","USD","1.00","USD","-"
"LYEL","LYELL IMMUNOPHARMA INC","Health Care","Equity","1,355,096.80","0.02","1,355,096.80","54,641.00","24.80","United States","NASDAQ","USD","1.00","USD","-"
"NBP","NOVABRIDGE BIOSCIENCES ADR","Health Care","Equity","1,300,228.80","0.02","1,300,228.80","541,762.00","2.40","China","NASDAQ","USD","1.00","USD","-"
"OABI","OMNIAB INC","Health Care","Equity","1,281,563.18","0.02","1,281,563.18","877,783.00","1.46","United States","NASDAQ","USD","1.00","USD","-"
"VYGR","VOYAGER THERAPEUTICS INC","Health Care","Equity","1,268,778.24","0.02","1,268,778.24","330,411.00","3.84","United States","NASDAQ","USD","1.00","USD","-"
"BCYC","BICYCLE THERAPEUTICS ADR PLC","Health Care","Equity","1,220,682.66","0.01","1,220,682.66","245,117.00","4.98","United Kingdom","NASDAQ","USD","1.00","USD","-"
"CRBU","CARIBOU BIOSCIENCES INC","Health Care","Equity","1,164,064.20","0.01","1,164,064.20","596,956.00","1.95","United States","NASDAQ","USD","1.00","USD","-"
"FHTX","FOGHORN THERAPEUTICS INC","Health Care","Equity","1,051,113.42","0.01","1,051,113.42","224,118.00","4.69","United States","NASDAQ","USD","1.00","USD","-"
"SLN","SILENCE THERAPEUTICS ADR REPRESENT","Health Care","Equity","1,045,068.17","0.01","1,045,068.17","174,033.00","6.00","United Kingdom","NASDAQ","USD","1.00","USD","-"
"SGMT","SAGIMET BIOSCIENCES INC SERIES A","Health Care","Equity","1,029,664.50","0.01","1,029,664.50","189,975.00","5.42","United States","NASDAQ","USD","1.00","USD","-"
"REPL","REPLIMUNE GROUP INC","Health Care","Equity","974,613.40","0.01","974,613.40","573,302.00","1.70","United States","NASDAQ","USD","1.00","USD","-"
"QSI","QUANTUM SI INC CLASS A","Health Care","Equity","969,014.17","0.01","969,014.17","1,228,622.00","0.79","United States","NASDAQ","USD","1.00","USD","-"
"QTRX","QUANTERIX CORP","Health Care","Equity","969,577.29","0.01","969,577.29","286,011.00","3.39","United States","NASDAQ","USD","1.00","USD","-"
"BDTX","BLACK DIAMOND THERAPEUTICS INC","Health Care","Equity","878,228.16","0.01","878,228.16","322,878.00","2.72","United States","NASDAQ","USD","1.00","USD","-"
"NMRA","NEUMORA THERAPEUTICS INC","Health Care","Equity","871,754.92","0.01","871,754.92","423,182.00","2.06","United States","NASDAQ","USD","1.00","USD","-"
"TNYA","TENAYA THERAPEUTICS INC","Health Care","Equity","861,929.35","0.01","861,929.35","1,204,990.00","0.72","United States","NASDAQ","USD","1.00","USD","-"
"HUMA","HUMACYTE INC","Health Care","Equity","822,346.72","0.01","822,346.72","1,227,200.00","0.67","United States","NASDAQ","USD","1.00","USD","-"
"PEPG","PEPGEN INC","Health Care","Equity","765,923.21","0.01","765,923.21","453,209.00","1.69","United States","NASDAQ","USD","1.00","USD","-"
"GOSS","GOSSAMER BIO INC","Health Care","Equity","607,636.49","0.01","607,636.49","1,516,816.00","0.40","United States","NASDAQ","USD","1.00","USD","-"
"PYXS","PYXIS ONCOLOGY INC","Health Care","Equity","592,627.86","0.01","592,627.86","346,566.00","1.71","United States","NASDAQ","USD","1.00","USD","-"
"MENS","JYONG BIOTECH LTD","Health Care","Equity","578,531.61","0.01","578,531.61","207,359.00","2.79","Taiwan","NASDAQ","USD","1.00","USD","-"
"AARD","AARDVARK THERAPEUTICS INC","Health Care","Equity","361,116.54","0.00","361,116.54","90,054.00","4.01","United States","NASDAQ","USD","1.00","USD","-"
"AKE","AKERO THERAPEUTICS CVR","Health Care","Equity","340,529.64","0.00","340,529.64","515,954.00","0.66","United States","NASDAQ","USD","1.00","USD","-"
"SGAFT","CASH COLLATERAL USD SGAFT","Cash and/or Derivatives","Cash Collateral and Margins","257,000.00","0.00","257,000.00","257,000.00","100.00","United States","-","USD","1.00","USD","Sep 01, 2016"
"TKNO","ALPHA TEKNOVA INC","Health Care","Equity","241,503.36","0.00","241,503.36","79,968.00","3.02","United States","NASDAQ","USD","1.00","USD","-"
"IMMP","IMMUTEP ADS REPRESENTING LTD","Health Care","Equity","180,619.99","0.00","180,619.99","586,048.00","0.31","Australia","NASDAQ","USD","1.00","USD","-"
"ADRO","CHINOOK THERAPEUTICS INC","Health Care","Equity","54,563.54","0.00","54,563.54","320,962.00","0.17","United States","NO MARKET (E.G. UNLISTED)","USD","1.00","USD","-"
"-","CARTESIAN THERAPEUTICS INC","Health Care","Equity","1,948.96","0.00","1,948.96","7,496.00","0.26","United States","NASDAQ","USD","1.00","USD","-"
"-","FUSION PHARMACEUTICALS INC CVR","Health Care","Equity","1,034.00","0.00","1,034.00","1,880.00","0.55","United States","NO MARKET (E.G. UNLISTED)","USD","1.00","USD","-"
"THRD","THIRD HARMONIC BIO INC","Health Care","Equity","1.34","0.00","1.34","134,478.00","0.00","United States","NASDAQ","USD","1.00","USD","-"
"-","AKOUOS CVRS Prvt","Consumer Staples","Equity","1.57","0.00","1.57","157,087.00","0.00","United States","NO MARKET (E.G. UNLISTED)","USD","1.00","USD","-"
"CRGX","CARGO THERAPEUTICS INC","Health Care","Equity","1.98","0.00","1.98","198,104.00","0.00","United States","NO MARKET (E.G. UNLISTED)","USD","1.00","USD","-"
"-","OMNIAB INC $12.50 VESTING Prvt","Health Care","Equity","0.47","0.00","0.47","46,839.00","0.00","United States","NO MARKET (E.G. UNLISTED)","USD","1.00","USD","-"
"-","OMNIAB INC $15.00 VESTING Prvt","Health Care","Equity","0.47","0.00","0.47","46,839.00","0.00","United States","NO MARKET (E.G. UNLISTED)","USD","1.00","USD","-"
"RTYM6","RUSSELL 2000 EMINI CME JUN 26","Cash and/or Derivatives","Futures","0.00","0.00","1,341,150.00","10.00","2,682.30","-","Chicago Mercantile Exchange","USD","1.00","USD","-"
"IXCM6","E-MINI HEALTH CARE SECTOR JUN 26","Cash and/or Derivatives","Futures","0.00","0.00","2,404,960.00","16.00","1,503.10","-","Chicago Mercantile Exchange","USD","1.00","USD","-"
"USD","USD CASH","Cash and/or Derivatives","Cash","-562,466.21","-0.01","-562,466.21","-562,466.00","100.00","United States","-","USD","1.00","USD","-"
 
"The content contained herein is owned or licensed by BlackRock and/or its third-party information providers and is protected by applicable copyrights, trademarks, service marks, and/or other intellectual property rights. Such content is solely for your personal, non-commercial use. Accordingly, you may not copy, distribute, modify, post, frame or deep link this content. You may download material displayed on this Website for your personal use provided you also retain all copyright and other proprietary notices contained on the materials. Modification or use of the materials for any other purpose violates BlackRock's intellectual property rights.
Holdings subject to change. See www.iShares.com for the most recent funds holdings.
The values for “price” shown herein generally represent a price provided by a third-party pricing vendor for the portfolio holding and do not reflect the impact of systematic fair valuation (“the vendor price”). The vendor price is not necessarily the price at which the Fund values the portfolio holding for the purposes of determining its net asset value (the “valuation price”). Additionally, where applicable, foreign currency exchange rates with respect to the portfolio holdings denominated in non-U.S. currencies for the valuation price will be generally determined as of the close of business on the New York Stock Exchange, whereas for the vendor price will be generally determined as of 4 p.m. London. The values shown herein for “market value,” “weight,” and “notional value” (the “calculated values”) are based off of the vendor price and may have been different if the valuation price were to have been used to calculate such values. The vendor price is as of the most recent practicable date and may not necessarily be as of the date shown above.
Please see the “Determination of Net Asset Value” section of each Fund’s prospectus for additional information on the Fund’s valuation policies and procedures.
CAREFULLY CONSIDER THE FUNDS' INVESTMENT OBJECTIVES, RISK FACTORS, AND CHARGES AND EXPENSES BEFORE INVESTING. THIS AND OTHER INFORMATION CAN BE FOUND IN THE FUNDS' PROSPECTUSES OR, IF AVAILABLE, THE SUMMARY PROSPECTUSES WHICH MAY BE OBTAINED BY VISITING WWW.ISHARES.COM OR WWW.BLACKROCK.COM. READ THE PROSPECTUS CAREFULLY BEFORE INVESTING. INVESTING INVOLVES RISK, INCLUDING POSSIBLE LOSS OF PRINCIPAL.
This information should not be relied upon as research, investment advice, or a recommendation regarding any products, strategies, or any security in particular.
This material is strictly for illustrative, educational, or informational purposes and is subject to change.
The Funds are distributed by BlackRock Investments, LLC (together with its affiliates, “BlackRock”).
The iShares Funds are not sponsored, endorsed, issued, sold or promoted by Bloomberg, BlackRock Index Services, LLC, Cboe Global Indices, LLC, Cohen & Steers, European Public Real Estate Association (“EPRA® ”), FTSE International Limited (“FTSE”), ICE Data Indices, LLC, NSE Indices Ltd, JPMorgan, JPX Group, London Stock Exchange Group (“LSEG”), MSCI Inc., Markit Indices Limited, Morningstar, Inc., Nasdaq, Inc., National Association of Real Estate Investment Trusts (“NAREIT”), Nikkei, Inc., Russell, S&P Dow Jones Indices LLC or STOXX Ltd. None of these companies make any representation regarding the advisability of investing in the Funds. With the exception of BlackRock Index Services, LLC, who is an affiliate, BlackRock Investments, LLC is not affiliated with the companies listed above. Neither FTSE, LSEG, nor NAREIT makes any warranty regarding the FTSE Nareit Equity REITS Index, FTSE Nareit All Residential Capped Index or FTSE Nareit All Mortgage Capped Index. Neither FTSE, EPRA, LSEG, nor NAREIT makes any warranty regarding the FTSE EPRA Nareit Developed ex-U.S. Index, FTSE EPRA Nareit Developed Green Target Index or FTSE EPRA Nareit Global REITs Index. “FTSE®” is a trademark of London Stock Exchange Group companies and is used by FTSE under license.
©2023 BlackRock, Inc or its affiliates. All rights reserved. iSHARES, iBONDS and BLACKROCK are trademarks of BlackRock, Inc. or its affiliates. All other trademarks are those of their respective owners."
